Player,Player_ID,Career_Span,Matches_Played,Runs_Conceded,Wickets_Total,Bowling_Average,Economy_Rate,Strike_Rate,Five_Wickets,Ten_Wickets
FC Hayes (ENG),14106,1973-1976,9,0,0,0,0,0,0,0
RGA Headley (WI),52051,1973-1973,2,0,0,0,0,0,0,0
IA Healy (AUS),5628,1988-1999,119,0,0,0,0,0,0,0
A Hearne (ENG),14129,1892-1892,1,0,0,0,0,0,0,0
GAL Hearne (SA),45424,1922-1924,3,0,0,0,0,0,0,0
GG Hearne (ENG),14131,1892-1892,1,0,0,0,0,0,0,0
WK Hegg (ENG),14149,1998-1999,2,0,0,0,0,0,0,0
JL Hendriks (WI),52053,1962-1969,20,0,0,0,0,0,0,0
SO Hetmyer (WI),670025,2017-2019,16,0,0,0,0,0,0,0
PA Hibbert (AUS),5648,1977-1977,1,0,0,0,0,0,0,0
AMJ Hilditch (AUS),5656,1979-1985,18,0,0,0,0,0,0,0
C Hill (AUS),5662,1896-1912,49,0,0,0,0,0,0,0
DD Hindlekar (IND),29297,1936-1946,4,0,0,0,0,0,0,0
ELG Hoad (WI),52058,1928-1933,4,0,0,0,0,0,0,0
RIC Holder (WI),52059,1997-1999,11,0,0,0,0,0,0,0
P Holmes (ENG),14254,1921-1932,7,0,0,0,0,0,0,0
L Hone (ENG),14257,1879-1879,1,0,0,0,0,0,0,0
KA Hope (WI),443150,2017-2017,5,0,0,0,0,0,0,0
SD Hope (WI),581379,2015-2025,43,0,0,0,0,0,0,0
GJ Hopkins (NZ),37248,2008-2010,4,0,0,0,0,0,0,0
PA Horne (NZ),37251,1987-1990,4,0,0,0,0,0,0,0
ND Howard (ENG),14282,1951-1952,4,0,0,0,0,0,0,0
AC Hudson (SA),45458,1992-1998,35,0,0,0,0,0,0,0
PJ Hughes (AUS),272364,2009-2013,26,0,0,0,0,0,0,0
Humayun Farhat (PAK),40383,2001-2001,1,0,0,0,0,0,0,0
J Humphries (ENG),14306,1908-1908,3,0,0,0,0,0,0,0
EAC Hunte (WI),52071,1930-1930,3,0,0,0,0,0,0,0
J Hunter (ENG),14312,1884-1885,5,0,0,0,0,0,0,0
P Hutchinson (SA),45463,1889-1889,2,0,0,0,0,0,0,0
KC Ibrahim (IND),29529,1948-1949,4,0,0,0,0,0,0,0
LU Igalagamage (SL),704693,2025-2025,2,0,0,0,0,0,0,0
Ihsanullah (AFG),703323,2019-2019,3,0,0,0,0,0,0,0
Ijaz Butt (PAK),40555,1959-1962,8,0,0,0,0,0,0,0
Ikram Alikhil (AFG),935553,2019-2024,2,0,0,0,0,0,0,0
TA Imlach (WI),914523,2025-2025,3,0,0,0,0,0,0,0
Imran Butt (PAK),598905,2021-2021,6,0,0,0,0,0,0,0
Imran Nazir (PAK),40563,1999-2002,8,0,0,0,0,0,0,0
KS Indrajitsinhji (IND),29533,1964-1969,4,0,0,0,0,0,0,0
JP Inglis (AUS),662235,2025-2025,3,0,0,0,0,0,0,0
PJ Ingram (NZ),38952,2010-2010,2,0,0,0,0,0,0,0
DJ Insole (ENG),15399,1950-1957,9,0,0,0,0,0,0,0
JK Irani (IND),29543,1947-1947,2,0,0,0,0,0,0,0
BL Irvine (SA),45696,1970-1970,4,0,0,0,0,0,0,0
Ishan Kishan (IND),720471,2023-2023,2,0,0,0,0,0,0,0
A Jackson (AUS),6000,1929-1931,8,0,0,0,0,0,0,0
RD Jacobs (WI),52199,1998-2004,65,0,0,0,0,0,0,0
A Jadeja (IND),29632,1992-2000,15,0,0,0,0,0,0,0
Jahurul Islam (BAN),55944,2010-2013,7,0,0,0,0,0,0,0
LP Jai (IND),29667,1933-1933,1,0,0,0,0,0,0,0
Jaker Ali (BAN),824541,2024-2025,6,0,0,0,0,0,0,0
KC James (NZ),37487,1930-1933,11,0,0,0,0,0,0,0
SP James (ENG),15477,1998-1998,2,0,0,0,0,0,0,0
WR James (ZIM),55524,1993-1994,4,0,0,0,0,0,0,0
AA Jangoo (WI),820681,2025-2025,1,0,0,0,0,0,0,0
PA Jaques (AUS),6060,2005-2008,11,0,0,0,0,0,0,0
BN Jarman (AUS),6013,1959-1969,19,0,0,0,0,0,0,0
AH Jarvis (AUS),6014,1885-1895,11,0,0,0,0,0,0,0
HK Jayantilal (IND),29852,1971-1971,1,0,0,0,0,0,0,0
RSA Jayasekera (SL),49206,1982-1982,1,0,0,0,0,0,0,0
HAPW Jayawardene (SL),49236,2000-2015,58,0,0,0,0,0,0,0
CB Jennings (AUS),6023,1912-1912,6,0,0,0,0,0,0,0
GO Jones (ENG),15501,2004-2006,34,0,0,0,0,0,0,0
RA Jones (NZ),37494,2003-2003,1,0,0,0,0,0,0,0
DRE Joseph (WI),52204,1999-1999,4,0,0,0,0,0,0,0
PG Joshi (IND),29721,1951-1960,12,0,0,0,0,0,0,0
LR Joslin (AUS),6054,1968-1968,1,0,0,0,0,0,0,0
EC Joyce (IRE),24249,2018-2018,1,0,0,0,0,0,0,0
H Jupp (ENG),15571,1877-1877,2,0,0,0,0,0,0,0
DC Jurel (IND),1175488,2024-2025,7,0,0,0,0,0,0,0
I Kaia (ZIM),465327,2023-2023,2,0,0,0,0,0,0,0
T Kaitano (ZIM),493765,2021-2025,6,0,0,0,0,0,0,0
S Kalavitigoda (SL),49354,2005-2005,1,0,0,0,0,0,0,0
RS Kaluwitharana (SL),49361,1992-2004,49,0,0,0,0,0,0,0
VG Kambli (IND),30009,1993-1995,17,0,0,0,0,0,0,0
Kamran Akmal (PAK),41028,2002-2010,53,0,0,0,0,0,0,0
HS Kanitkar (IND),30019,1974-1974,2,0,0,0,0,0,0,0
SS Karim (IND),30042,2000-2000,1,0,0,0,0,0,0,0
KD Karthik (IND),30045,2004-2018,26,0,0,0,0,0,0,0
KT Kasuza (ZIM),453274,2020-2021,7,0,0,0,0,0,0,0
WW Keeton (ENG),15841,1934-1939,2,0,0,0,0,0,0,0
JJ Kelly (AUS),6136,1896-1905,36,0,0,0,0,0,0,0
TJD Kelly (AUS),6138,1877-1879,2,0,0,0,0,0,0,0
RB Kenny (IND),30066,1958-1960,5,0,0,0,0,0,0,0
MF Kent (AUS),6143,1981-1981,3,0,0,0,0,0,0,0
D Kenyon (ENG),15866,1951-1955,8,0,0,0,0,0,0,0
JL Kerr (NZ),37531,1931-1937,7,0,0,0,0,0,0,0
RB Kerr (AUS),6145,1985-1985,2,0,0,0,0,0,0,0
RWT Key (ENG),15876,2002-2005,15,0,0,0,0,0,0,0
Khaled Mashud (BAN),55954,2000-2007,44,0,0,0,0,0,0,0
Khalid Wazir (PAK),41041,1954-1954,2,0,0,0,0,0,0,0
I Khan (SA),45932,2009-2009,1,0,0,0,0,0,0,0
SN Khan (IND),642525,2024-2024,6,0,0,0,0,0,0,0
Khurram Manzoor (PAK),41140,2009-2014,16,0,0,0,0,0,0,0
ET Killick (ENG),15882,1929-1929,2,0,0,0,0,0,0,0
BA King (WI),670035,2025-2025,4,0,0,0,0,0,0,0
SP Kinneir (ENG),15892,1911-1911,1,0,0,0,0,0,0,0
G Kishenchand (IND),30117,1947-1952,5,0,0,0,0,0,0,0
H Klaasen (SA),436757,2019-2023,4,0,0,0,0,0,0,0
AE Knight (ENG),15908,1904-1904,3,0,0,0,0,0,0,0
DJ Knight (ENG),15911,1921-1921,2,0,0,0,0,0,0,0
NV Knight (ENG),15913,1995-2001,17,0,0,0,0,0,0,0
APE Knott (ENG),15917,1967-1981,95,0,0,0,0,0,0,0
SJ Konstas (AUS),1393951,2024-2025,5,0,0,0,0,0,0,0
P Krishnamurthy (IND),30135,1971-1971,5,0,0,0,0,0,0,0
HG Kuhn (SA),45955,2017-2017,4,0,0,0,0,0,0,0
AP Kuiper (SA),45840,1992-1992,1,0,0,0,0,0,0,0
DSBP Kuruppu (SL),49368,1987-1991,4,0,0,0,0,0,0,0
Lall Singh (IND),30743,1932-1932,1,0,0,0,0,0,0,0
R Lamba (IND),30745,1986-1987,4,0,0,0,0,0,0,0
GRA Langley (AUS),6258,1951-1956,26,0,0,0,0,0,0,0
W Larkins (ENG),16203,1980-1991,13,0,0,0,0,0,0,0
TWM Latham (NZ),388802,2014-2024,88,0,0,0,0,0,0,0
MN Lathwell (ENG),16212,1993-1993,2,0,0,0,0,0,0,0
HW Lee (ENG),16249,1931-1931,1,0,0,0,0,0,0,0
AZ Lees (ENG),460756,2022-2022,10,0,0,0,0,0,0,0
RA Legall (WI),52341,1953-1953,4,0,0,0,0,0,0,0
JG Leggat (NZ),37607,1952-1956,9,0,0,0,0,0,0,0
HDG Leveson Gower (ENG),16738,1910-1910,3,0,0,0,0,0,0,0
WHV Levett (ENG),16265,1934-1934,1,0,0,0,0,0,0,0
AR Lewis (ENG),16271,1972-1973,9,0,0,0,0,0,0,0
DM Lewis (WI),52342,1971-1971,3,0,0,0,0,0,0,0
PT Lewis (SA),45980,1913-1913,1,0,0,0,0,0,0,0
GFJ Liebenberg (SA),45984,1998-1998,5,0,0,0,0,0,0,0
DT Lindsay (SA),45990,1963-1970,19,0,0,0,0,0,0,0
JD Lindsay (SA),45991,1947-1947,3,0,0,0,0,0,0,0
NV Lindsay (SA),45992,1921-1921,1,0,0,0,0,0,0,0
LS Livingstone (ENG),403902,2022-2022,1,0,0,0,0,0,0,0
TA Lloyd (ENG),16322,1984-1984,1,0,0,0,0,0,0,0
M Louis (WI),1078695,2024-2025,10,0,0,0,0,0,0,0
HSB Love (AUS),6319,1933-1933,1,0,0,0,0,0,0,0
ML Love (AUS),6321,2002-2003,5,0,0,0,0,0,0,0
GR Loveridge (NZ),37609,1996-1996,1,0,0,0,0,0,0,0
FA Lowson (ENG),16360,1951-1955,7,0,0,0,0,0,0,0
PA McAlister (AUS),6536,1904-1909,8,0,0,0,0,0,0,0
JCW MacBryan (ENG),16858,1924-1924,1,0,0,0,0,0,0,0
RB McCosker (AUS),6547,1975-1980,25,0,0,0,0,0,0,0
CP McGahey (ENG),16970,1902-1902,2,0,0,0,0,0,0,0
G MacGregor (ENG),16862,1890-1893,8,0,0,0,0,0,0,0
SN McGregor (NZ),37705,1955-1965,25,0,0,0,0,0,0,0
J McIlwraith (AUS),6570,1886-1886,1,0,0,0,0,0,0,0
TG McIntosh (NZ),37706,2008-2011,17,0,0,0,0,0,0,0
AJW McIntyre (ENG),16978,1950-1955,3,0,0,0,0,0,0,0
FA MacKinnon (ENG),16867,1879-1879,1,0,0,0,0,0,0,0
AC MacLaren (ENG),16871,1894-1909,35,0,0,0,0,0,0,0
JA Maclean (AUS),6452,1978-1979,4,0,0,0,0,0,0,0
TG McMahon (NZ),37710,1955-1956,5,0,0,0,0,0,0,0
JEP McMaster (ENG),16989,1889-1889,1,0,0,0,0,0,0,0
EDAS McMorris (WI),52512,1958-1966,13,0,0,0,0,0,0,0
C Madande (ZIM),1045883,2024-2024,1,0,0,0,0,0,0,0
LV Maddocks (AUS),6457,1954-1956,7,0,0,0,0,0,0,0
TN Madondo (ZIM),55571,1998-2000,3,0,0,0,0,0,0,0
Mahidul Islam Ankon (BAN),995037,2024-2024,1,0,0,0,0,0,0,0
ES Maka (IND),30908,1952-1953,2,0,0,0,0,0,0,0
JWH Makepeace (ENG),16882,1920-1921,4,0,0,0,0,0,0,0
T Makoni (ZIM),1037845,2023-2023,2,0,0,0,0,0,0,0
FG Mann (ENG),16891,1948-1949,7,0,0,0,0,0,0,0
FT Mann (ENG),16893,1922-1923,5,0,0,0,0,0,0,0
GA Manou (AUS),6480,2009-2009,1,0,0,0,0,0,0,0
Mansoor Akhtar (PAK),41263,1980-1990,19,0,0,0,0,0,0,0
MK Mantri (IND),30950,1951-1955,4,0,0,0,0,0,0,0
A Maregwede (ZIM),55573,2004-2004,2,0,0,0,0,0,0,0
GR Marsh (AUS),6499,1985-1992,50,0,0,0,0,0,0,0
SE Marsh (AUS),6683,2011-2019,38,0,0,0,0,0,0,0
JAH Marshall (NZ),37698,2005-2008,7,0,0,0,0,0,0,0
T Maruma (ZIM),235524,2013-2021,4,0,0,0,0,0,0,0
HH Massie (AUS),6517,1881-1885,9,0,0,0,0,0,0,0
TMK Mawoyo (ZIM),55597,2011-2016,11,0,0,0,0,0,0,0
PBH May (ENG),16956,1951-1961,66,0,0,0,0,0,0,0
NP Mayavo (ZIM),493753,2025-2025,2,0,0,0,0,0,0,0
MP Maynard (ENG),16951,1988-1994,4,0,0,0,0,0,0,0
JA McCollum (IRE),470917,2019-2023,6,0,0,0,0,0,0,0
KSA McKenzie (WI),1209196,2023-2024,6,0,0,0,0,0,0,0
NA McSweeney (AUS),1124290,2024-2024,3,0,0,0,0,0,0,0
CP Mead (ENG),16993,1911-1928,17,0,0,0,0,0,0,0
T Meale (NZ),37715,1958-1958,2,0,0,0,0,0,0,0
KR Meherhomji (IND),30970,1936-1936,1,0,0,0,0,0,0,0
A Melville (SA),46221,1938-1949,11,0,0,0,0,0,0,0
LRD Mendis (SL),49629,1982-1988,24,0,0,0,0,0,0,0
IL Mendonca (WI),52433,1962-1962,2,0,0,0,0,0,0,0
CA Merry (WI),52434,1933-1933,2,0,0,0,0,0,0,0
KD Meuleman (AUS),6601,1946-1946,1,0,0,0,0,0,0,0
EM Meuli (NZ),37717,1953-1953,1,0,0,0,0,0,0,0
BD Milburn (NZ),37718,1969-1969,3,0,0,0,0,0,0,0
C Milburn (ENG),17018,1966-1969,9,0,0,0,0,0,0,0
AM Miller (ENG),17022,1896-1896,1,0,0,0,0,0,0,0
G Millman (ENG),17032,1961-1962,6,0,0,0,0,0,0,0
JE Mills (NZ),37721,1930-1933,7,0,0,0,0,0,0,0
Misbah-ul-Haq (PAK),41378,2001-2017,75,0,0,0,0,0,0,0
F Mitchell (ENG/SA),17048,1899-1912,5,0,0,0,0,0,0,0
NS Mitchell-Innes (ENG),17044,1935-1935,1,0,0,0,0,0,0,0
Mohammad Aslam (PAK),41283,1954-1954,1,0,0,0,0,0,0,0
Mohammad Ayub (PAK),41557,2012-2012,1,0,0,0,0,0,0,0
Mohammad Mithun (BAN),269237,2018-2021,10,0,0,0,0,0,0,0
Mohammad Naim (BAN),990081,2022-2022,1,0,0,0,0,0,0,0
Mohammad Ramzan (PAK),41295,1997-1997,1,0,0,0,0,0,0,0
Mohammad Rizwan (PAK),323389,2016-2025,41,0,0,0,0,0,0,0
Mohammad Salim (BAN),55982,2003-2003,2,0,0,0,0,0,0,0
Mohammad Salman (PAK),41481,2011-2011,2,0,0,0,0,0,0,0
Mohammad Shahzad (AFG),419873,2018-2019,2,0,0,0,0,0,0,0
Mohammad Wasim (PAK),41297,1996-2000,18,0,0,0,0,0,0,0
Moin Khan (PAK),41306,1990-2004,69,0,0,0,0,0,0,0
NR Mongia (IND),31036,1994-2001,44,0,0,0,0,0,0,0
LJ Moon (ENG),17070,1906-1906,4,0,0,0,0,0,0,0
PJ Moor (IRE/ZIM),333000,2016-2025,15,0,0,0,0,0,0,0
EM Moore (SA),481975,2024-2024,1,0,0,0,0,0,0,0
EJG Morgan (ENG),24598,2010-2012,16,0,0,0,0,0,0,0
J Moroney (AUS),6639,1949-1952,7,0,0,0,0,0,0,0
H Morris (ENG),17099,1991-1991,3,0,0,0,0,0,0,0
JE Morris (ENG),17102,1990-1990,3,0,0,0,0,0,0,0
S Moseley (WI),851501,2021-2021,2,0,0,0,0,0,0,0
H Moses (AUS),6652,1887-1895,6,0,0,0,0,0,0,0
JK Moss (AUS),6654,1979-1979,1,0,0,0,0,0,0,0
BS Mudzinganyama (ZIM),1147414,2020-2020,1,0,0,0,0,0,0,0
Muhammad Hurraira (PAK),1212781,2025-2025,2,0,0,0,0,0,0,0
Munir Ahmad (AFG),633399,2021-2021,1,0,0,0,0,0,0,0
WL Murdoch (AUS/ENG),6669,1877-1892,19,0,0,0,0,0,0,0
DA Murray (WI),52439,1978-1982,19,0,0,0,0,0,0,0
DJ Murray (NZ),37735,1994-1995,8,0,0,0,0,0,0,0
DL Murray (WI),52441,1963-1980,62,0,0,0,0,0,0,0
JR Murray (WI),52442,1993-2002,33,0,0,0,0,0,0,0
JT Murray (ENG),17130,1961-1967,21,0,0,0,0,0,0,0
TK Musakanda (ZIM),596375,2017-2021,5,0,0,0,0,0,0,0
HA Musgrove (AUS),6676,1885-1885,1,0,0,0,0,0,0,0
Mushfiqur Rahim (BAN),56029,2005-2025,99,0,0,0,0,0,0,0
F Mutizwa (ZIM),55641,2012-2012,1,0,0,0,0,0,0,0
R Mutumbami (ZIM),235516,2013-2014,6,0,0,0,0,0,0,0
Nadeem Abbasi (PAK),42041,1989-1989,3,0,0,0,0,0,0,0
Nafees Iqbal (BAN),56064,2004-2006,11,0,0,0,0,0,0,0
SS Naik (IND),31778,1974-1975,3,0,0,0,0,0,0,0
Nasir Jamshed (PAK),42321,2013-2013,2,0,0,0,0,0,0,0
Naushad Ali (PAK),42061,1965-1965,6,0,0,0,0,0,0,0
Naved Ashraf (PAK),42064,1998-2000,2,0,0,0,0,0,0,0
Naved Latif (PAK),42066,2002-2002,1,0,0,0,0,0,0,0
JG Navle (IND),31806,1932-1933,2,0,0,0,0,0,0,0
MN Nawaz (SL),49767,2002-2002,1,0,0,0,0,0,0,0
Nazimuddin (BAN),56059,2011-2012,3,0,0,0,0,0,0,0
J Neill (IRE),1394079,2025-2025,1,0,0,0,0,0,0,0
JD Nel (SA),46570,1949-1957,6,0,0,0,0,0,0,0
PM Nevill (AUS),6973,2015-2016,17,0,0,0,0,0,0,0
W Newham (ENG),18007,1888-1888,1,0,0,0,0,0,0,0
HM Nicholls (NZ),539511,2016-2025,58,0,0,0,0,0,0,0
F Nicholson (SA),46578,1935-1936,4,0,0,0,0,0,0,0
P Nissanka (SL),1028655,2021-2025,18,0,0,0,0,0,0,0
HC Nitschke (AUS),6931,1931-1931,2,0,0,0,0,0,0,0
Noor Ali Zadran (AFG),318340,2024-2024,2,0,0,0,0,0,0,0
RK Nunes (WI),52635,1928-1930,4,0,0,0,0,0,0,0
Nurul Hasan (BAN),410765,2017-2023,11,0,0,0,0,0,0,0
LPJ O'Brien (AUS),6989,1932-1936,5,0,0,0,0,0,0,0
NJ O'Brien (IRE),24289,2018-2018,1,0,0,0,0,0,0,0
Sir TC O'Brien (ENG),18251,1884-1896,5,0,0,0,0,0,0,0
AE Ochse (SA),46673,1889-1889,2,0,0,0,0,0,0,0
AD Ogilvie (AUS),6996,1977-1978,5,0,0,0,0,0,0,0
NV Ojha (IND),32102,2015-2015,1,0,0,0,0,0,0,0
N Oldfield (ENG),18255,1939-1939,1,0,0,0,0,0,0,0
WAS Oldfield (AUS),7003,1920-1937,54,0,0,0,0,0,0,0
S O'Linn (SA),46677,1960-1961,7,0,0,0,0,0,0,0
D Padikkal (IND),1119026,2024-2024,2,0,0,0,0,0,0,0
DJ Pagon (WI),52794,2005-2005,2,0,0,0,0,0,0,0
TD Paine (AUS),7252,2010-2021,35,0,0,0,0,0,0,0
LCH Palairet (ENG),18397,1902-1902,2,0,0,0,0,0,0,0
AW Palm (SA),46725,1927-1928,1,0,0,0,0,0,0,0
CS Pandit (IND),32179,1986-1992,5,0,0,0,0,0,0,0
RR Pant (IND),931581,2018-2025,47,0,0,0,0,0,0,0
MHW Papps (NZ),38111,2004-2007,8,0,0,0,0,0,0,0
BA Parchment (WI),52687,2008-2008,2,0,0,0,0,0,0,0
GAHM Parkar (IND),32201,1982-1982,1,0,0,0,0,0,0,0
RD Parkar (IND),32202,1972-1973,2,0,0,0,0,0,0,0
NM Parker (NZ),38114,1976-1976,3,0,0,0,0,0,0,0
PWG Parker (ENG),18423,1981-1981,1,0,0,0,0,0,0,0
WGA Parkhouse (ENG),18426,1950-1959,7,0,0,0,0,0,0,0
AC Parore (NZ),38117,1990-2002,78,0,0,0,0,0,0,0
CT Patankar (IND),32220,1955-1956,1,0,0,0,0,0,0,0
Nawab of Pataudi snr (ENG/IND),32224,1932-1946,6,0,0,0,0,0,0,0
BP Patel (IND),32231,1974-1977,21,0,0,0,0,0,0,0
PA Patel (IND),32242,2002-2018,25,0,0,0,0,0,0,0
Yuvraj of Patiala (IND),32278,1934-1934,1,0,0,0,0,0,0,0
RM Patidar (IND),823703,2024-2024,3,0,0,0,0,0,0,0
KR Patterson (AUS),505110,2019-2019,2,0,0,0,0,0,0,0
TRO Payne (WI),52672,1986-1986,1,0,0,0,0,0,0,0
E Paynter (ENG),18475,1931-1939,20,0,0,0,0,0,0,0
MDKJ Perera (SL),300631,2015-2021,22,0,0,0,0,0,0,0
KD Petersen (SA),485676,2021-2024,14,0,0,0,0,0,0,0
EC Petrie (NZ),38123,1955-1966,14,0,0,0,0,0,0,0
H Philipson (ENG),18516,1892-1895,5,0,0,0,0,0,0,0
OJ Phillips (WI),315585,2009-2009,2,0,0,0,0,0,0,0
WB Phillips (AUS),7115,1983-1986,27,0,0,0,0,0,0,0
WN Phillips (AUS),7116,1992-1992,1,0,0,0,0,0,0,0
R Pilling (ENG),18536,1881-1888,8,0,0,0,0,0,0,0
W Place (ENG),18548,1948-1948,3,0,0,0,0,0,0,0
WR Playle (NZ),38125,1958-1963,8,0,0,0,0,0,0,0
WH Ponsford (AUS),7131,1924-1934,29,0,0,0,0,0,0,0
OJ Pope (ENG),887207,2018-2025,61,0,0,0,0,0,0,0
RJ Pope (AUS),7134,1885-1885,1,0,0,0,0,0,0,0
WTS Porterfield (IRE),24611,2018-2019,3,0,0,0,0,0,0,0
SW Poynter (IRE),308294,2019-2019,1,0,0,0,0,0,0,0
MSK Prasad (IND),32346,1999-2000,6,0,0,0,0,0,0,0
LG Pretorius (SA),1385640,2025-2025,2,0,0,0,0,0,0,0
WFF Price (ENG),18619,1938-1938,1,0,0,0,0,0,0,0
CFH Prince (SA),46789,1899-1899,1,0,0,0,0,0,0,0
MJ Prior (ENG),18675,2007-2014,79,0,0,0,0,0,0,0
WJ Pucovski (AUS),772365,2021-2021,1,0,0,0,0,0,0,0
PH Punjabi (IND),32371,1955-1955,5,0,0,0,0,0,0,0
AJ Pycroft (ZIM),55700,1992-1992,3,0,0,0,0,0,0,0
CT Radley (ENG),19316,1978-1978,8,0,0,0,0,0,0,0
AF Rae (WI),52801,1948-1953,15,0,0,0,0,0,0,0
Rafiqul Islam (BAN),56077,2002-2002,1,0,0,0,0,0,0,0
S Ragoonath (WI),52803,1999-1999,2,0,0,0,0,0,0,0
AM Rahane (IND),277916,2013-2023,85,0,0,0,0,0,0,0
Rahmanullah Gurbaz (AFG),974087,2024-2025,2,0,0,0,0,0,0,0
KL Rahul (IND),422108,2014-2025,65,0,0,0,0,0,0,0
K Rai Singh (IND),33009,1948-1948,1,0,0,0,0,0,0,0
V Rajindernath (IND),33027,1952-1952,1,0,0,0,0,0,0,0
LS Rajput (IND),33034,1985-1985,2,0,0,0,0,0,0,0
C Ramaswami (IND),33059,1936-1936,2,0,0,0,0,0,0,0
RR Ramdass (WI),52913,2005-2005,1,0,0,0,0,0,0,0
D Ramdin (WI),52917,2005-2016,74,0,0,0,0,0,0,0
Ramiz Raja (PAK),42420,1984-1997,57,0,0,0,0,0,0,0
D Ranatunga (SL),50245,1989-1989,2,0,0,0,0,0,0,0
S Ranatunga (SL),50247,1994-1997,9,0,0,0,0,0,0,0
KM Rangnekar (IND),33091,1947-1948,3,0,0,0,0,0,0,0
V Rathour (IND),33120,1996-1997,6,0,0,0,0,0,0,0
CMW Read (ENG),19346,1999-2007,15,0,0,0,0,0,0,0
JM Read (ENG),19350,1882-1893,17,0,0,0,0,0,0,0
B Reddy (IND),33152,1979-1979,4,0,0,0,0,0,0,0
RE Redmond (NZ),38244,1973-1973,1,0,0,0,0,0,0,0
MR Rege (IND),33164,1949-1949,1,0,0,0,0,0,0,0
FL Reifer (WI),52808,1997-2009,6,0,0,0,0,0,0,0
SJ Rhodes (ENG),19374,1994-1995,11,0,0,0,0,0,0,0
Riaz Hassan (AFG),1061090,2025-2025,1,0,0,0,0,0,0,0
AR Richards (SA),46980,1896-1896,1,0,0,0,0,0,0,0
CJ Richards (ENG),19394,1986-1988,8,0,0,0,0,0,0,0
DM Richards (WI),52833,2009-2010,3,0,0,0,0,0,0,0
WHM Richards (SA),46983,1889-1889,1,0,0,0,0,0,0,0
DJ Richardson (SA),46978,1992-1998,42,0,0,0,0,0,0,0
DW Richardson (ENG),19384,1957-1957,1,0,0,0,0,0,0,0
VY Richardson (AUS),7346,1924-1936,19,0,0,0,0,0,0,0
KR Rickards (WI),52813,1948-1952,2,0,0,0,0,0,0,0
RD Rickelton (SA),605661,2022-2025,13,0,0,0,0,0,0,0
KE Rigg (AUS),7356,1931-1937,8,0,0,0,0,0,0,0
SJ Rixon (AUS),7360,1977-1985,13,0,0,0,0,0,0,0
AT Roberts (WI),52818,1956-1956,1,0,0,0,0,0,0,0
LA Roberts (WI),52819,1999-1999,1,0,0,0,0,0,0,0
RD Robinson (AUS),7376,1977-1977,3,0,0,0,0,0,0,0
RH Robinson (AUS),7377,1936-1936,1,0,0,0,0,0,0,0
SD Robson (ENG),272485,2014-2014,7,0,0,0,0,0,0,0
CJL Rogers (AUS),7388,2008-2015,25,0,0,0,0,0,0,0
L Ronchi (NZ),7502,2015-2016,4,0,0,0,0,0,0,0
BC Rose (ENG),19478,1977-1981,9,0,0,0,0,0,0,0
TW Routledge (SA),47002,1892-1896,4,0,0,0,0,0,0,0
CG Rowe (NZ),38256,1946-1946,1,0,0,0,0,0,0,0
AK Roy (IND),33182,1969-1969,4,0,0,0,0,0,0,0
JJ Roy (ENG),298438,2019-2019,5,0,0,0,0,0,0,0
P Roy (IND),33187,1982-1982,2,0,0,0,0,0,0,0
MW Rushmere (SA),47011,1992-1992,1,0,0,0,0,0,0,0
CAG Russell (ENG),19497,1920-1923,10,0,0,0,0,0,0,0
RC Russell (ENG),19500,1988-1998,54,0,0,0,0,0,0,0
RA Saggers (AUS),7551,1948-1950,6,0,0,0,0,0,0,0
WP Saha (IND),279810,2010-2021,40,0,0,0,0,0,0,0
B Sai Sudharsan (IND),1151288,2025-2025,5,0,0,0,0,0,0,0
Saleem Elahi (PAK),42620,1995-2003,13,0,0,0,0,0,0,0
Saleem Yousuf (PAK),42626,1982-1990,32,0,0,0,0,0,0,0
DP Samaraweera (SL),50422,1993-1995,7,0,0,0,0,0,0,0
S Samarawickrama (SL),629076,2017-2024,9,0,0,0,0,0,0,0
Sami Aslam (PAK),547079,2015-2017,13,0,0,0,0,0,0,0
RG Samuels (WI),52922,1996-1997,6,0,0,0,0,0,0,0
A Sandham (ENG),20058,1921-1930,14,0,0,0,0,0,0,0
Sarfaraz Ahmed (PAK),227760,2010-2023,54,0,0,0,0,0,0,0
Sediqullah Atal (AFG),1161050,2024-2024,1,0,0,0,0,0,0,0
J Selby (ENG),20102,1877-1882,6,0,0,0,0,0,0,0
PK Sen (IND),34741,1948-1952,14,0,0,0,0,0,0,0
CP Senanayake (SL),50426,1991-1991,3,0,0,0,0,0,0,0
AK Sengupta (IND),33895,1959-1959,1,0,0,0,0,0,0,0
L Senokwane (SA),596073,2025-2025,1,0,0,0,0,0,0,0
CS Serjeant (AUS),7594,1977-1978,12,0,0,0,0,0,0,0
Shadman Islam (BAN),629057,2018-2025,25,0,0,0,0,0,0,0
Shahadat Hossain (3) (BAN),989935,2023-2024,6,0,0,0,0,0,0,0
Shahid Israr (PAK),42643,1976-1976,1,0,0,0,0,0,0,0
Shahriar Hossain (BAN),56104,2000-2004,3,0,0,0,0,0,0,0
Shahriar Nafees (BAN),56153,2005-2013,24,0,0,0,0,0,0,0
Shakeel Ahmed jnr (PAK),42648,1993-1995,3,0,0,0,0,0,0,0
Sharjeel Khan (PAK),227762,2017-2017,1,0,0,0,0,0,0,0
DA Sharpe (PAK),42673,1959-1959,3,0,0,0,0,0,0,0
PJ Sharpe (ENG),20126,1963-1969,12,0,0,0,0,0,0,0
